Sample	Gender	Pop	Sub.pop
HG03306	female	AFR	ESN
HG04076	female	SAS	ITU
HG03313	male	AFR	ESN
HG04090	female	SAS	ITU
HG03558	female	AFR	MSL
NA11933	female	EUR	CEU
HG03565	male	AFR	MSL
NA11995	female	EUR	CEU
HG03572	female	AFR	MSL
NA12006	female	EUR	CEU
HG03577	male	AFR	MSL
NA12044	female	EUR	CEU
HG03692	female	SAS	STU
NA12056	male	EUR	CEU
HG03697	male	SAS	STU
NA12145	female	EUR	CEU
HG03700	female	SAS	PJL
NA12234	female	EUR	CEU
HG03584	female	AFR	MSL
NA12239	female	EUR	CEU
HG03589	female	SAS	BEB
NA12842	male	EUR	CEU
HG03596	male	SAS	BEB
NA12873	female	EUR	CEU
HG03673	female	SAS	STU
NA12878	female	EUR	CEU
HG03680	male	SAS	STU
NA12892	female	EUR	CEU
HG03685	male	SAS	STU
NA18484	female	AFR	YRI
HG03604	female	SAS	BEB
NA18489	female	AFR	YRI
HG03611	female	SAS	BEB
NA12753	female	EUR	CEU
HG03616	female	SAS	BEB
NA12760	male	EUR	CEU
HG03635	female	SAS	PJL
NA12777	male	EUR	CEU
HG03642	female	SAS	STU
NA12828	female	EUR	CEU
HG03717	female	SAS	ITU
NA12830	female	EUR	CEU
HG03729	male	SAS	ITU
NA10865	male	EUR	CEU
HG03731	female	SAS	ITU
NA11832	female	EUR	CEU
HG03705	male	SAS	PJL
NA11882	female	EUR	CEU
HG03654	male	SAS	PJL
NA11894	female	EUR	CEU
HG03882	female	SAS	ITU
NA11919	male	EUR	CEU
HG03887	male	SAS	STU
NA12272	male	EUR	CEU
HG03894	female	SAS	STU
NA12335	male	EUR	CEU
HG03899	male	SAS	STU
NA12342	male	EUR	CEU
HG03825	female	SAS	BEB
NA12347	male	EUR	CEU
HG03832	female	SAS	BEB
NA18504	male	AFR	YRI
HG03837	male	SAS	STU
NA18509	male	AFR	YRI
HG03736	female	SAS	STU
NA18511	female	AFR	YRI
HG03743	male	SAS	STU
NA18516	male	AFR	YRI
HG03750	male	SAS	STU
NA18523	female	AFR	YRI
HG03755	male	SAS	STU
NA12400	female	EUR	CEU
HG03774	female	SAS	ITU
NA12708	female	EUR	CEU
HG03779	male	SAS	ITU
NA12739	male	EUR	CEU
HG03781	female	SAS	ITU
NA18528	female	EAS	CHB
HG03786	male	SAS	ITU
NA18530	male	EAS	CHB
HG03793	female	SAS	BEB
NA18535	female	EAS	CHB
HG03798	male	SAS	BEB
NA18542	female	EAS	CHB
HG03801	female	SAS	BEB
NA10846	male	EUR	CEU
HG03844	male	SAS	STU
NA10853	male	EUR	CEU
HG03849	female	SAS	STU
NA10860	male	EUR	CEU
HG03851	male	SAS	STU
NA18915	male	AFR	YRI
HG03856	male	SAS	STU
NA18934	male	AFR	YRI
HG03863	female	SAS	ITU
NA18939	female	EAS	JPT
HG03868	female	SAS	ITU
NA18941	female	EAS	JPT
HG03870	male	SAS	ITU
NA18946	female	EAS	JPT
HG03875	male	SAS	ITU
NA18852	female	AFR	YRI
HG03762	female	SAS	PJL
NA18857	male	AFR	YRI
HG03767	male	SAS	PJL
NA18864	female	AFR	YRI
HG03806	male	SAS	BEB
NA18869	male	AFR	YRI
HG03813	female	SAS	BEB
NA18871	male	AFR	YRI
HG04063	female	SAS	ITU
NA18547	female	EAS	CHB
HG04070	female	SAS	ITU
NA18559	male	EAS	CHB
HG04075	female	SAS	STU
NA18561	male	EAS	CHB
HG04094	male	SAS	ITU
NA18566	female	EAS	CHB
HG04099	female	SAS	STU
NA18573	female	EAS	CHB
HG04107	male	SAS	STU
NA18592	female	EAS	CHB
HG04114	male	SAS	STU
NA18597	female	EAS	CHB
HG04133	female	SAS	BEB
NA18605	male	EAS	CHB
HG03988	male	SAS	STU
NA18629	male	EAS	CHB
HG03990	male	SAS	STU
NA18631	female	EAS	CHB
HG03995	female	SAS	STU
NA18636	male	EAS	CHB
HG04001	female	SAS	ITU
NA18643	male	EAS	CHB
HG04006	male	SAS	STU
NA18876	female	AFR	YRI
HG04018	female	SAS	ITU
NA18908	male	AFR	YRI
HG04020	male	SAS	ITU
NA18910	male	AFR	YRI
HG04025	female	SAS	ITU
NA18612	male	EAS	CHB
HG03902	male	SAS	BEB
NA18617	female	EAS	CHB
HG03907	female	SAS	BEB
NA18624	male	EAS	CHB
HG03914	male	SAS	BEB
NA18648	male	EAS	CHB
HG03940	female	SAS	BEB
NA18749	male	EAS	CHB
HG03945	female	SAS	STU
NA18794	male	EAS	CHB
HG03919	female	SAS	BEB
NA18953	male	EAS	JPT
HG03926	male	SAS	BEB
NA18960	male	EAS	JPT
HG03969	male	SAS	ITU
NA19115	female	AFR	YRI
HG03971	male	SAS	ITU
NA19122	female	AFR	YRI
HG03976	male	SAS	ITU
NA19127	female	AFR	YRI
HG04037	female	SAS	STU
NA19139	male	AFR	YRI
HG04056	male	SAS	ITU
NA19141	male	AFR	YRI
NA10864	female	EUR	CEU
NA19090	female	EAS	JPT
NA11829	male	EUR	CEU
NA19095	female	AFR	YRI
NA11831	male	EUR	CEU
NA19103	male	AFR	YRI
NA11843	male	EUR	CEU
NA19108	female	AFR	YRI
NA11881	male	EUR	CEU
NA19007	male	EAS	JPT
NA11893	male	EUR	CEU
NA19019	female	AFR	LWK
NA11918	female	EUR	CEU
NA19026	male	AFR	LWK
NA07056	female	EUR	CEU
NA18977	male	EAS	JPT
NA07347	male	EUR	CEU
NA18984	male	EAS	JPT
NA10838	male	EUR	CEU
NA18989	male	EAS	JPT
NA06995	male	EUR	CEU
NA19076	male	EAS	JPT
NA07037	female	EUR	CEU
NA19083	male	EAS	JPT
NA07051	male	EUR	CEU
NA19088	male	EAS	JPT
NA10840	female	EUR	CEU
NA19057	female	EAS	JPT
NA10845	male	EUR	CEU
NA19064	female	EAS	JPT
NA10852	female	EUR	CEU
NA18965	male	EAS	JPT
NA10857	male	EUR	CEU
NA18972	female	EAS	JPT
HG04157	male	SAS	BEB
NA18991	female	EAS	JPT
HG04164	male	SAS	BEB
NA19002	female	EAS	JPT
HG04171	female	SAS	BEB
NA19038	female	AFR	LWK
HG04176	male	SAS	BEB
NA19177	male	AFR	YRI
HG04222	male	SAS	ITU
NA19184	male	AFR	YRI
HG04227	female	SAS	STU
NA19189	male	AFR	YRI
HG04239	male	SAS	ITU
NA19191	male	AFR	YRI
HG04183	female	SAS	BEB
NA19196	female	AFR	YRI
HG04188	male	SAS	BEB
NA19204	female	AFR	YRI
HG04195	female	SAS	BEB
NA19146	male	AFR	YRI
HG04208	female	SAS	STU
NA19153	male	AFR	YRI
HG04210	male	SAS	STU
NA19160	male	AFR	YRI
HG04215	male	SAS	STU
NA19172	female	AFR	YRI
HG04140	male	SAS	BEB
NA19209	female	AFR	YRI
HG04152	male	SAS	BEB
NA19211	male	AFR	YRI
NA12865	female	EUR	CEU
NA19223	male	AFR	YRI
NA12872	male	EUR	CEU
NA19235	female	AFR	YRI
NA12877	male	EUR	CEU
NA19247	female	AFR	YRI
NA12889	male	EUR	CEU
NA19254	female	AFR	YRI
NA12891	male	EUR	CEU
NA19312	male	AFR	LWK
NA18488	female	AFR	YRI
NA19379	female	AFR	LWK
NA11920	female	EUR	CEU
NA19381	female	AFR	LWK
NA11932	male	EUR	CEU
NA19393	male	AFR	LWK
NA11994	male	EUR	CEU
NA19398	female	AFR	LWK
NA12005	male	EUR	CEU
NA19401	female	AFR	LWK
NA12043	male	EUR	CEU
NA19432	female	AFR	LWK
NA12144	male	EUR	CEU
NA19437	female	AFR	LWK
NA12156	female	EUR	CEU
NA19444	male	AFR	LWK
NA18522	male	AFR	YRI
NA19449	female	AFR	LWK
NA18527	female	EAS	CHB
NA19451	male	AFR	LWK
NA18534	male	EAS	CHB
NA19456	female	AFR	LWK
NA18539	female	EAS	CHB
NA19463	female	AFR	LWK
NA18541	female	EAS	CHB
NA19468	female	AFR	LWK
NA12752	male	EUR	CEU
NA19350	male	AFR	LWK
NA12776	female	EUR	CEU
NA19355	female	AFR	LWK
NA12815	female	EUR	CEU
NA19374	male	AFR	LWK
NA12827	male	EUR	CEU
NA19317	male	AFR	LWK
NA18503	male	AFR	YRI
NA19324	female	AFR	LWK
NA18508	female	AFR	YRI
NA19331	male	AFR	LWK
NA18510	male	AFR	YRI
NA19761	female	AMR	MXL
NA18515	male	AFR	YRI
NA19766	female	AMR	MXL
NA18546	male	EAS	CHB
NA19773	female	AMR	MXL
NA18553	female	EAS	CHB
NA19778	male	AMR	MXL
NA18558	male	EAS	CHB
NA19780	male	AMR	MXL
NA18560	female	EAS	CHB
NA19785	female	AMR	MXL
NA18565	female	EAS	CHB
NA19658	male	AMR	MXL
NA12264	male	EUR	CEU
NA19660	female	AMR	MXL
NA12283	female	EUR	CEU
NA19665	female	AMR	MXL
NA12341	female	EUR	CEU
NA19672	female	AMR	MXL
NA18572	male	EAS	CHB
NA19677	female	AMR	MXL
NA18577	female	EAS	CHB
NA19735	male	AMR	MXL
NA18591	female	EAS	CHB
NA19742	male	AMR	MXL
NA18596	female	EAS	CHB
NA19747	male	AMR	MXL
NA12485	male	EUR	CEU
NA19754	female	AMR	MXL
NA12707	male	EUR	CEU
NA19759	male	AMR	MXL
NA12740	female	EUR	CEU
NA19716	female	AMR	MXL
NA18914	male	AFR	YRI
NA19723	male	AMR	MXL
NA18933	female	AFR	YRI
NA19728	female	AMR	MXL
NA18940	male	EAS	JPT
NA19730	female	AMR	MXL
NA18945	male	EAS	JPT
NA19792	male	AMR	MXL
NA18856	male	AFR	YRI
NA19797	female	AMR	MXL
NA18863	male	AFR	YRI
NA19836	female	AFR	ASW
NA18868	male	AFR	YRI
NA19901	female	AFR	ASW
NA18870	female	AFR	YRI
NA19913	female	AFR	ASW
NA18609	male	EAS	CHB
NA19918	male	AFR	ASW
NA18611	male	EAS	CHB
NA19920	male	AFR	ASW
NA18616	female	EAS	CHB
NA19982	male	AFR	ASW
NA18623	male	EAS	CHB
NA19684	female	AMR	MXL
NA18628	female	EAS	CHB
NA19704	female	AFR	ASW
NA18630	female	EAS	CHB
NA19711	male	AFR	ASW
NA18635	male	EAS	CHB
NA19470	female	AFR	LWK
NA18642	female	EAS	CHB
NA19475	female	AFR	LWK
NA18875	female	AFR	YRI
NA19653	female	AMR	MXL
NA18907	female	AFR	YRI
NA20129	female	AFR	ASW
NA18976	female	EAS	JPT
NA20282	female	AFR	ASW
NA18983	male	EAS	JPT
NA20287	female	AFR	ASW
NA18988	male	EAS	JPT
NA20364	female	AFR	ASW
NA18964	female	EAS	JPT
NA20504	female	EUR	TSI
NA18969	female	EAS	JPT
NA20509	male	EUR	TSI
NA18971	male	EAS	JPT
NA20511	male	EUR	TSI
NA18647	male	EAS	CHB
NA20516	male	EUR	TSI
NA18748	male	EAS	CHB
NA20775	female	EUR	TSI
NA18952	male	EAS	JPT
NA20787	male	EUR	TSI
NA18957	female	EAS	JPT
NA20799	female	EUR	TSI
NA19114	female	AFR	YRI
NA20802	female	EUR	TSI
NA19119	male	AFR	YRI
NA20807	female	EUR	TSI
NA19121	male	AFR	YRI
NA20814	male	EUR	TSI
NA19138	male	AFR	YRI
NA20528	male	EUR	TSI
NA19094	female	AFR	YRI
NA20530	female	EUR	TSI
NA19099	female	AFR	YRI
NA20535	female	EUR	TSI
NA19102	female	AFR	YRI
NA20542	female	EUR	TSI
NA19107	male	AFR	YRI
NA20585	female	EUR	TSI
NA19140	female	AFR	YRI
NA20294	female	AFR	ASW
NA19145	male	AFR	YRI
NA20299	female	AFR	ASW
NA19152	female	AFR	YRI
NA20302	male	AFR	ASW
NA19171	male	AFR	YRI
NA20314	female	AFR	ASW
NA19176	female	AFR	YRI
NA20819	female	EUR	TSI
NA19190	female	AFR	YRI
NA20821	female	EUR	TSI
NA19195	male	AFR	YRI
NA20826	female	EUR	TSI
NA19203	male	AFR	YRI
NA20845	male	SAS	GIH
NA19056	male	EAS	JPT
NA20756	female	EUR	TSI
NA19063	male	EAS	JPT
NA20763	male	EUR	TSI
NA19068	male	EAS	JPT
NA20768	female	EUR	TSI
NA19070	male	EAS	JPT
NA20770	male	EUR	TSI
NA19037	female	AFR	LWK
NA20319	female	AFR	ASW
NA19044	male	AFR	LWK
NA20321	female	AFR	ASW
NA19006	male	EAS	JPT
NA20333	female	AFR	ASW
NA19020	male	AFR	LWK
NA20340	male	AFR	ASW
NA19025	male	AFR	LWK
NA20345	male	AFR	ASW
NA18990	male	EAS	JPT
NA20357	female	AFR	ASW
NA18995	male	EAS	JPT
NA20852	male	SAS	GIH
NA19001	female	EAS	JPT
NA20864	male	SAS	GIH
NA19075	male	EAS	JPT
NA20869	female	SAS	GIH
NA19082	male	EAS	JPT
NA20871	male	SAS	GIH
NA19087	female	EAS	JPT
NA20876	female	SAS	GIH
NA19208	male	AFR	YRI
NA20883	male	SAS	GIH
NA19210	male	AFR	YRI
NA20888	female	SAS	GIH
NA19215	female	AFR	YRI
NA20890	male	SAS	GIH
NA19222	female	AFR	YRI
NA20895	male	SAS	GIH
NA19239	male	AFR	YRI
NA20903	male	SAS	GIH
NA19657	female	AMR	MXL
NA20908	female	SAS	GIH
NA19664	male	AMR	MXL
NA20910	female	SAS	GIH
NA19669	female	AMR	MXL
SC_GMJOL5309930	female	AFR	GWJ
NA19671	female	AMR	MXL
SC_GMJOL5309891	male	AFR	GWJ
NA19676	male	AMR	MXL
SC_GMFUL5306370	male	AFR	GWF
NA19429	male	AFR	LWK
SC_GMFUL5306426	female	AFR	GWF
NA19431	female	AFR	LWK
NA21134	male	SAS	GIH
NA19436	female	AFR	LWK
NA21141	female	SAS	GIH
NA19443	male	AFR	LWK
NA21088	female	SAS	GIH
NA19378	female	AFR	LWK
NA21090	male	SAS	GIH
NA19380	male	AFR	LWK
NA21095	male	SAS	GIH
NA19385	male	AFR	LWK
NA21103	female	SAS	GIH
NA19397	male	AFR	LWK
NA21108	female	SAS	GIH
NA19258	male	AFR	YRI
NA21110	female	SAS	GIH
NA19309	male	AFR	LWK
NA21115	male	SAS	GIH
NA19311	male	AFR	LWK
NA21122	female	SAS	GIH
NA19347	male	AFR	LWK
NA21127	male	SAS	GIH
NA19359	male	AFR	LWK
SC_GMFUL5306421	male	AFR	GWF
NA19373	male	AFR	LWK
SC_GMFUL5309730	male	AFR	GWF
NA19474	female	AFR	LWK
SC_GMFUL5306382	female	AFR	GWF
NA19652	male	AMR	MXL
SC_GMFUL5306351	male	AFR	GWF
NA19448	male	AFR	LWK
SC_GMFUL5306375	male	AFR	GWF
NA19455	male	AFR	LWK
SC_GMFUL5306399	male	AFR	GWF
NA19462	female	AFR	LWK
SC_GMFUL5306407	female	AFR	GWF
NA19467	female	AFR	LWK
SC_GMFUL5306344	male	AFR	GWF
NA19316	female	AFR	LWK
SC_GMFUL5309747	male	AFR	GWF
NA19323	female	AFR	LWK
SC_GMFUL5309716	female	AFR	GWF
NA19328	female	AFR	LWK
SC_GMFUL5306363	male	AFR	GWF
NA19789	male	AMR	MXL
SC_GMJOL5309973	male	AFR	GWJ
NA19796	male	AMR	MXL
SC_GMJOL5309942	male	AFR	GWJ
NA19828	male	AFR	ASW
SC_GMJOL5309966	female	AFR	GWJ
NA19835	female	AFR	ASW
SC_GMFUL5306349	male	AFR	GWF
NA19900	male	AFR	ASW
SC_GMFUL5309735	male	AFR	GWF
NA19734	female	AMR	MXL
SC_GMJOL5309980	female	AFR	GWJ
NA19741	male	AMR	MXL
SC_GMFUL5306419	male	AFR	GWF
NA19746	female	AMR	MXL
SC_GMFUL5306356	female	AFR	GWF
NA19753	male	AMR	MXL
SC_GMFUL5309773	female	AFR	GWF
NA19758	female	AMR	MXL
SC_GMJOL5309896	female	AFR	GWJ
NA20128	female	AFR	ASW
SC_GMJOL5309904	male	AFR	GWJ
NA20274	female	AFR	ASW
SC_GMJOL5309928	male	AFR	GWJ
NA20279	male	AFR	ASW
SC_GMJOL5309911	female	AFR	GWJ
NA20281	male	AFR	ASW
SC_GMJOL5309935	female	AFR	GWJ
NA20318	male	AFR	ASW
SC_GMJOL5309959	female	AFR	GWJ
NA20320	female	AFR	ASW
SC_GMFUL5309709	male	AFR	GWF
NA20332	female	AFR	ASW
SC_GMFUL5306387	male	AFR	GWF
NA20337	female	AFR	ASW
SC_GMFUL5309711	male	AFR	GWF
NA19760	female	AMR	MXL
SC_GMWOF5428713	female	AFR	GWW
NA19772	male	AMR	MXL
SC_GMWOF5428737	female	AFR	GWW
NA19777	male	AMR	MXL
SC_GMWOF5428794	female	AFR	GWW
NA19784	male	AMR	MXL
SC_GMWOF5428802	male	AFR	GWW
NA19683	female	AMR	MXL
SC_GMWOF5428826	male	AFR	GWW
NA19703	male	AFR	ASW
SC_GMWOF5428763	female	AFR	GWW
NA19708	female	AFR	ASW
SC_GMWOF5428732	male	AFR	GWW
NA20298	male	AFR	ASW
SC_GMWOF5428744	female	AFR	GWW
NA20301	female	AFR	ASW
SC_GMJOL5309961	female	AFR	GWJ
NA20313	female	AFR	ASW
SC_GMJOL5309985	female	AFR	GWJ
NA19905	female	AFR	ASW
SC_GMJOL5309827	male	AFR	GWJ
NA19917	female	AFR	ASW
SC_GMWOF5428814	female	AFR	GWW
NA19924	female	AFR	ASW
SC_GMWOF5428838	female	AFR	GWW
NA19722	female	AMR	MXL
SC_GMWOF5428787	male	AFR	GWW
NA19727	male	AMR	MXL
SC_GMWOF5428819	female	AFR	GWW
NA20363	female	AFR	ASW
SC_GMJOL5309884	female	AFR	GWJ
NA20414	female	AFR	ASW
SC_GMWOF5428770	female	AFR	GWW
NA20503	female	EUR	TSI
SC_GMWOF5428871	female	AFR	GWW
NA20508	female	EUR	TSI
SC_GMWOF5428833	male	AFR	GWW
NA20510	male	EUR	TSI
SC_GMWOF5428821	female	AFR	GWW
NA20515	male	EUR	TSI
SC_GMWOF5428869	female	AFR	GWW
NA20774	female	EUR	TSI
SC_GMJOL5309860	female	AFR	GWJ
NA20786	female	EUR	TSI
SC_GMWOF5428857	male	AFR	GWW
NA20798	male	EUR	TSI
SC_GMMAN5482170	female	AFR	GWD
NA20801	male	EUR	TSI
SC_GMMAN5482194	female	AFR	GWD
NA20806	male	EUR	TSI
SC_GMMAN5482202	male	AFR	GWD
NA20813	female	EUR	TSI
SC_GMMAN5482233	male	AFR	GWD
NA20522	female	EUR	TSI
SC_GMMAN5482290	female	AFR	GWD
NA20527	male	EUR	TSI
SC_GMMAN5482322	male	AFR	GWD
NA20534	male	EUR	TSI
SC_GMMAN5482283	female	AFR	GWD
NA20539	male	EUR	TSI
SC_GMMAN5482221	female	AFR	GWD
NA20541	female	EUR	TSI
SC_GMMAN5482199	female	AFR	GWD
NA20344	female	AFR	ASW
SC_GMMAN5482207	male	AFR	GWD
NA20349	male	AFR	ASW
SC_GMMAN5482168	female	AFR	GWD
NA20351	male	AFR	ASW
SC_GMMAN5482315	female	AFR	GWD
NA20356	male	AFR	ASW
SC_GMMAN5482276	male	AFR	GWD
NA20868	female	SAS	GIH
SC_GMMAN5482308	female	AFR	GWD
NA20870	male	SAS	GIH
SC_GMMAN5482163	male	AFR	GWD
NA20875	female	SAS	GIH
SC_GMMAN5482187	male	AFR	GWD
NA20882	female	SAS	GIH
SC_GMMAN5482219	female	AFR	GWD
NA20589	female	EUR	TSI
SC_GMMAN5482240	male	AFR	GWD
NA20755	male	EUR	TSI
SC_GMMAN5482252	male	AFR	GWD
NA20762	male	EUR	TSI
HGDP00017	male		
NA20767	male	EUR	TSI
HGDP00029	male		
NA20818	female	EUR	TSI
HGDP00031	male		
NA20832	female	EUR	TSI
HGDP00005	male		
NA20849	female	SAS	GIH
HGDP00149	male		
NA20851	female	SAS	GIH
HGDP00151	female		
NA20856	female	SAS	GIH
HGDP00163	male		
NA20863	male	SAS	GIH
HGDP00288	male		
NA20887	male	SAS	GIH
HGDP00290	male		
NA20894	female	SAS	GIH
HGDP00315	male		
NA21133	male	SAS	GIH
HGDP00106	male		
SC_GMFUL5306338	female	AFR	GWF
HGDP00118	male		
NA21114	male	SAS	GIH
HGDP00120	male		
NA21119	male	SAS	GIH
HGDP00175	male		
NA21121	female	SAS	GIH
HGDP00187	male		
NA21126	male	SAS	GIH
HGDP00199	male		
NA20899	female	SAS	GIH
HGDP00074	male		
NA20902	female	SAS	GIH
HGDP00086	male		
NA20907	female	SAS	GIH
HGDP00098	male		
SC_GMFUL5306352	male	AFR	GWF
HGDP00043	male		
SC_GMFUL5309755	male	AFR	GWF
HGDP00062	male		
SC_GMFUL5309700	female	AFR	GWF
HGDP00214	male		
SC_GMFUL5306371	male	AFR	GWF
HGDP00226	male		
NA21087	male	SAS	GIH
HGDP00137	male		
NA21094	male	SAS	GIH
HGDP00144	male		
NA21099	male	SAS	GIH
HGDP00264	male		
NA21102	female	SAS	GIH
HGDP00543	male		
NA21107	male	SAS	GIH
HGDP00550	female		
SC_GMFUL5306383	female	AFR	GWF
HGDP00555	male		
SC_GMFUL5306415	male	AFR	GWF
HGDP00473	male		
SC_GMFUL5306390	female	AFR	GWF
HGDP00478	male		
SC_GMFUL5306410	male	AFR	GWF
HGDP00512	male		
SC_GMFUL5306403	female	AFR	GWF
HGDP00517	female		
SC_GMFUL5306427	female	AFR	GWF
HGDP00574	female		
SC_GMFUL5306345	female	AFR	GWF
HGDP00579	female		
SC_GMFUL5306340	female	AFR	GWF
HGDP00581	female		
SC_GMFUL5309781	male	AFR	GWF
HGDP00586	female		
SC_GMJOL5309859	female	AFR	GWJ
HGDP00524	female		
SC_GMJOL5309796	female	AFR	GWJ
HGDP00529	female		
SC_GMJOL5309804	male	AFR	GWJ
HGDP00531	female		
SC_GMJOL5309828	male	AFR	GWJ
HGDP00536	female		
SC_GMFUL5309748	female	AFR	GWF
HGDP00423	male		
SC_GMFUL5309717	female	AFR	GWF
HGDP00454	male		
SC_GMFUL5306408	female	AFR	GWF
HGDP00341	male		
SC_GMFUL5306395	male	AFR	GWF
HGDP00346	male		
SC_GMFUL5306357	female	AFR	GWF
HGDP00372	male		
SC_GMJOL5309979	female	AFR	GWJ
HGDP00598	male		
SC_GMJOL5309948	male	AFR	GWJ
HGDP00601	female		
SC_GMJOL5309974	male	AFR	GWJ
HGDP00606	female		
SC_GMJOL5309943	female	AFR	GWJ
HGDP00562	male		
SC_GMJOL5309967	male	AFR	GWJ
HGDP00567	female		
SC_GMJOL5309912	female	AFR	GWJ
HGDP00459	male		
SC_GMJOL5309936	female	AFR	GWJ
HGDP00466	male		
SC_GMJOL5309897	male	AFR	GWJ
HGDP00663	female		
SC_GMJOL5309917	female	AFR	GWJ
HGDP00668	male		
SC_GMJOL5309981	female	AFR	GWJ
HGDP00670	male		
SC_GMJOL5309950	male	AFR	GWJ
HGDP00675	male		
SC_GMJOL5309905	male	AFR	GWJ
HGDP00719	female		
SC_GMJOL5309929	female	AFR	GWJ
HGDP00721	female		
SC_GMJOL5309835	female	AFR	GWJ
HGDP00726	male		
SC_GMFUL5306369	male	AFR	GWF
HGDP00733	male		
SC_GMFUL5306388	male	AFR	GWF
HGDP00738	female		
SC_GMWOF5428877	male	AFR	GWW
HGDP00740	female		
SC_GMWOF5428790	female	AFR	GWW
HGDP00745	female		
SC_GMWOF5428822	female	AFR	GWW
HGDP00752	male		
SC_GMWOF5428846	female	AFR	GWW
HGDP00694	female		
SC_GMWOF5428815	male	AFR	GWW
HGDP00699	female		
SC_GMWOF5428841	male	AFR	GWW
HGDP00714	male		
SC_GMWOF5428865	female	AFR	GWW
HGDP00613	female		
SC_GMMAN5482162	male	AFR	GWD
HGDP00618	male		
SC_GMMAN5482186	female	AFR	GWD
HGDP00620	male		
SC_GMWOF5428721	male	AFR	GWW
HGDP00625	male		
SC_GMWOF5428745	male	AFR	GWW
HGDP00644	male		
SC_GMWOF5428810	female	AFR	GWW
HGDP00649	female		
SC_GMWOF5428834	male	AFR	GWW
HGDP00651	female		
SC_GMWOF5428858	male	AFR	GWW
HGDP00682	female		
SC_GMWOF5428795	female	AFR	GWW
HGDP00687	female		
SC_GMWOF5428803	male	AFR	GWW
HGDP00632	female		
SC_GMWOF5428827	male	AFR	GWW
HGDP00637	female		
SC_GMWOF5428839	male	AFR	GWW
HGDP00757	male		
SC_GMWOF5428808	male	AFR	GWW
HGDP00764	male		
SC_GMWOF5428771	male	AFR	GWW
HGDP00788	male		
SC_GMWOF5428740	female	AFR	GWW
HGDP00790	male		
SC_GMWOF5428707	female	AFR	GWW
HGDP00795	male		
SC_GMWOF5428788	male	AFR	GWW
HGDP00803	male		
SC_GMMAN5482251	male	AFR	GWD
HGDP00808	male		
SC_GMMAN5482201	female	AFR	GWD
HGDP00884	female		
SC_GMMAN5482225	female	AFR	GWD
HGDP00889	female		
SC_GMMAN5482282	male	AFR	GWD
HGDP00891	male		
SC_GMMAN5482314	female	AFR	GWD
HGDP00896	male		
SC_GMMAN5482299	male	AFR	GWD
HGDP00916	female		
SC_GMMAN5482307	male	AFR	GWD
HGDP00930	male		
SC_GMMAN5482268	female	AFR	GWD
HGDP00935	female		
SC_GMMAN5482232	male	AFR	GWD
HGDP00810	male		
SC_GMMAN5482256	male	AFR	GWD
HGDP00815	male		
SC_GMMAN5482193	female	AFR	GWD
HGDP00822	male		
SC_GMMAN5482220	female	AFR	GWD
HGDP00769	male		
SC_GMMAN5482244	female	AFR	GWD
HGDP00771	female		
SC_GMMAN5482181	male	AFR	GWD
HGDP00776	female		
SC_GMMAN5482213	female	AFR	GWD
HGDP00904	male		
SC_GMMAN5482340	female	AFR	GWD
HGDP00909	female		
HGDP00009	male		
HGDP00911	male		
HGDP00011	male		
HGDP00865	female		
HGDP00023	male		
HGDP00872	female		
HGDP00035	male		
HGDP00877	male		
HGDP00047	male		
HGDP00942	male		
HGDP00054	male		
HGDP00947	male		
HGDP00066	male		
HGDP00858	female		
HGDP00078	male		
HGDP00860	female		
HGDP00080	male		
HGDP01173	male		
HGDP00092	male		
HGDP01180	male		
HGDP00326	male		
HGDP01185	male		
HGDP00333	male		
HGDP01192	male		
HGDP00364	male		
HGDP01027	female		
HGDP00371	female		
HGDP01041	female		
HGDP00376	male		
HGDP01053	female		
HGDP00388	male		
HGDP01058	female		
HGDP00206	female		
HGDP01197	female		
HGDP00213	male		
HGDP01200	male		
HGDP00218	male		
HGDP01205	male		
HGDP00237	female		
HGDP00954	male		
HGDP00148	male		
HGDP00959	female		
HGDP00150	male		
HGDP00961	male		
HGDP00155	female		
HGDP00966	female		
HGDP00167	male		
HGDP01104	male		
HGDP00129	male		
HGDP01161	male		
HGDP00131	male		
HGDP01166	male		
HGDP00136	male		
HGDP00973	male		
HGDP00143	male		
HGDP00985	male		
HGDP00302	male		
HGDP01060	male		
HGDP00307	male		
HGDP01065	female		
HGDP00319	male		
HGDP01072	female		
HGDP00321	male		
HGDP01077	male		
HGDP00179	male		
HGDP01096	male		
HGDP00181	male		
HGDP00992	male		
HGDP00201	male		
HGDP01010	female		
HGDP00100	male		
HGDP01212	female		
HGDP00105	male		
HGDP01217	male		
HGDP00244	female		
HGDP01224	male		
HGDP00251	male		
HGDP01229	male		
HGDP00453	male		
HGDP01248	male		
HGDP00542	male		
HGDP01255	male		
HGDP00547	male		
HGDP01262	male		
HGDP00472	male		
HGDP01231	female		
HGDP00491	male		
HGDP01236	male		
HGDP00511	male		
HGDP01243	male		
HGDP00516	female		
HGDP01363	female		
HGDP00573	female		
HGDP01368	female		
HGDP00578	female		
HGDP01370	male		
HGDP00580	male		
HGDP01375	male		
HGDP00629	male		
HGDP01301	male		
HGDP00631	male		
HGDP01313	male		
HGDP00636	female		
HGDP01318	male		
HGDP00458	male		
HGDP01293	male		
HGDP00460	male		
HGDP01298	male		
HGDP00465	male		
HGDP01349	male		
HGDP00559	female		
HGDP01351	male		
HGDP00561	female		
HGDP01356	female		
